path,generated_question,generated_answer
4c/4c7c9ae7.jpg,Is the sandal leather?,Yes
c5/c500b43b.jpg,What color is the packaging?,Red
69/691f198e.jpg,Are the sheets stacked?,Yes
28/28da902c.jpg,What shape is the container?,Round
56/562a8ce0.jpg,What color are the fries?,Orange
63/63b3fc8e.jpg,What color is the stone?,Red
1d/1de01a8f.jpg,What shape is the pendant?,Cross
43/43c38036.jpg,What color is the crust?,Brown
9d/9d0a8f61.jpg,What color are the letters?,blue
f4/f4c01342.jpg,What color is the soda?,Red
8c/8cf70863.jpg,What color is the container?,Orange
62/62a27fbe.jpg,What color are the beans?,Green
f7/f7a7715d.jpg,What color are the toppings?,Green
36/36e55b0f.jpg,What color are the shrimp?,Pink
3f/3feb75b7.jpg,Is it upholstered?,Yes
ba/ba0a7160.jpg,Is the can round?,Yes
1c/1c15e91a.jpg,What color are the stones?,Turquoise
3e/3e6e384b.jpg,What flavor is the chocolate?,Dark
ae/ae8f125f.jpg,What is the container's material?,Plastic
dd/dd8c2463.jpg,What color is the bottle?,White
45/4580266f.jpg,Are the pillows square?,Yes
3d/3d0ed28b.jpg,What shape are the tortillas?,Round
49/491218fa.jpg,Is the curtain see-through?,Yes
3f/3f45b347.jpg,What color are clam strips?,Orange
f1/f16c83c5.jpg,What is the boot's primary material?,Suede
a3/a34d3b6f.jpg,What is the chair's primary color?,Blue
8d/8d9322ad.jpg,Are these rolls seeded?,Yes
f1/f1a38a49.jpg,Is this soup refrigerated?,Yes
b1/b1745964.jpg,What color is the rice?,Brown
e1/e119a9f8.jpg,Is the ring gold?,Yes
1b/1bf5a4b4.jpg,What color is the envelope?,White
33/3316d3c3.jpg,What color is the liquid?,Red
b7/b71ef726.jpg,What color is the lid?,black
df/dfafed1c.jpg,Is the frame white?,Yes
07/072d4c22.jpg,What shape is this pod?,Round
c9/c92259a5.jpg,Is the chair upholstered?,Yes
b1/b11cab00.jpg,What color are the pickles?,Green
53/53ed392d.jpg,What is the surface?,Leather
a8/a8577c81.jpg,What color is the soap?,Orange
69/69f7f886.jpg,What is the label's color?,Red
0a/0a43b170.jpg,What is the predominant hue?,Blue
44/44194906.jpg,What color is the droplet?,Blue
bb/bb83c771.jpg,What is the background color?,White
84/84c8d9ef.jpg,Is the packet rectangular?,Yes
43/431ce891.jpg,Are the laces tied?,Yes
90/90e36c67.jpg,Are flowers pink?,Yes
a9/a975a285.jpg,What color is the juice?,Red
de/def6c072.jpg,What color is the lid?,Black
ea/ea1e2360.jpg,What is the sheets' pattern?,Dotted
be/be967f60.jpg,What color is the cap?,black
01/01474c51.jpg,What color is the cap?,green
75/7546136e.jpg,What is the pattern?,plaid
89/896f9849.jpg,What color is the frame?,White
b0/b09f9e9f.jpg,What is the ottoman's shape?,Square
4b/4b12482a.jpg,Are the shrimp peeled?,Yes
7f/7fbed008.jpg,Is the fabric smooth?,No
36/36b8f278.jpg,What is displayed?,Letters
2f/2fd02e76.jpg,What shape is this garment's buckle?,rectangular
a3/a3441b4f.jpg,What shape is the jar?,round
68/68db354d.jpg,How many doors are on the cabinet?,Two
90/902d2e68.jpg,How are biscuits presented?,Stacked
6d/6d50769b.jpg,What material is the bottle?,glass
2a/2acc3604.jpg,What kind of seating is this?,Chair
a6/a611781b.jpg,What is this furniture’s purpose?,feet
84/848aa049.jpg,What shape is the bottle?,Cylindrical
2c/2c727b33.jpg,What shape is the overall earring?,Circular
2e/2e14cd8a.jpg,What item is contained?,pads
43/433a3c40.jpg,What item are these?,Towels
fb/fb97eaea.jpg,Are these items inside packaging?,Yes
de/dea51bcc.jpg,How many wheels does it have?,Four
ac/ac9d16b4.jpg,What food is the package holding?,Sandwich
36/360593c1.jpg,Is this tool metallic?,Yes
da/da6b6b22.jpg,What is the device's shape?,Rectangular
17/17944c2a.jpg,What shape are the earrings?,Round
c4/c47dc1ff.jpg,What direction are the suitcase's lines?,Horizontal
c8/c8a7def1.jpg,What room is this product for?,bedroom
ab/aba833a8.jpg,What shape are these containers?,Rectangular
01/01c2a3bb.jpg,What type of container is this food in?,Tub
f4/f48b1e71.jpg,What shape is the filled portion?,Circle
dd/dd1d5bb8.jpg,What is the jar's form?,cylinder
73/73f7b255.jpg,How many shelves are visible?,Five
65/650d5b02.jpg,What food is sliced?,meat
43/43053a5f.jpg,What is the throw's pattern?,quilted
e8/e8ee6755.jpg,What material is the basket made of?,Metal
96/96f02b31.jpg,What shape is the baking mat?,Rectangular
68/68a09123.jpg,Are kernels whole?,Yes
c7/c7f89245.jpg,What shape are the lines?,Straight
ca/ca4077b2.jpg,What is the product container's material?,Plastic
79/79260f44.jpg,Are there handles?,Yes
3a/3a546fb6.jpg,What is the comforter's pattern?,Squares
e4/e4463769.jpg,Is there elastic?,Yes
49/49cbca83.jpg,What shape is the object?,Rectangular
c1/c108df8f.jpg,Are noodles visible?,Yes
d0/d0d4d7de.jpg,What shape is the glass?,Rectangular
b1/b11930d8.jpg,What shape is in the chair's back?,circle
ea/ea607aaa.jpg,How many apricots are visible?,Four
6a/6a80e390.jpg,What shape are the pretzels?,sticks
e6/e61a923b.jpg,What is on the strap?,Buckle
21/21e20cca.jpg,What shape is the central graphic?,circle
cc/ccdead53.jpg,What item is hanging?,clothing
17/1721b826.jpg,What encloses the food?,Can
22/22867888.jpg,How many capsules are listed?,Ninety
38/38b50ceb.jpg,How many gummies are inside?,Ninety
60/601fafbd.jpg,What number of cushions are present?,Four
2d/2d0186ad.jpg,What encloses the peppers?,Glass
e7/e7f8545f.jpg,What encloses the beans?,can
46/460d7067.jpg,What is the product's primary function?,aromatherapy
fe/fedb3dd9.jpg,What fills the transparent area?,Rice
d3/d3de556c.jpg,What material is the container made of?,glass
6b/6b0d0704.jpg,What covers some pots?,Lids
b9/b9b4730c.jpg,What general item is in the container?,greens
3e/3e2dbf3e.jpg,What material is the container?,Glass
a6/a6041108.jpg,What is the object's frame made of?,glass
29/29ce2d10.jpg,Is the soup packaged?,yes
db/db919644.jpg,What is the cabinet's closure?,doors
42/42417318.jpg,What food is inside?,peas
35/35fc0f73.jpg,What shape is the lower point?,Triangle
32/32c65b57.jpg,Is the wrap packaged?,yes
a2/a2c10572.jpg,What covers the pillow?,Squares
05/05cdf973.jpg,What is the table's material?,Acrylic
95/954a8866.jpg,What shape is the container?,square
d9/d9706a28.jpg,What word is printed vertically?,Laundry
98/986bb29f.jpg,What animal is the pattern?,leopard
e0/e0369cb8.jpg,What secures this shoe?,Laces
f5/f5de4e2b.jpg,What kind of closure does the bottle have?,Screw
ef/eff2ad93.jpg,What object covers the mattress?,Sheet
9f/9f8f22ab.jpg,What fruit is depicted?,Pineapple
66/66755282.jpg,What shape are the pods?,cylindrical
c6/c6f497bc.jpg,What ingredient is featured?,Valerian
44/44418830.jpg,What is the stone's cut?,Round
0a/0afb73dd.jpg,How many chairs are visible?,Two
89/89a80608.jpg,Is the mat textured?,Smooth
75/75c5bb26.jpg,Is there a handle?,Yes
d7/d7a17e81.jpg,What substance do these products contain?,Ink
21/21ac3f86.jpg,What shape is each bottle?,Cylindrical
5b/5b41a476.jpg,What is the stone's shape?,Round
af/af0600b4.jpg,Is the cover smooth?,Yes
d5/d5a3ceb7.jpg,What shape is the container?,Cylindrical
ed/ed91d247.jpg,What item is pictured?,Towels
66/66e515f1.jpg,Is the band textured?,Yes
77/77d83176.jpg,How many cartridges are visible?,Two
9a/9a517bb5.jpg,What is the kettle's main component material?,Metal
50/50b9506c.jpg,What secures this footwear?,laces
67/67619431.jpg,What is the sheet's main pattern?,Stripes
06/06e57279.jpg,How many chairs are shown?,Two
77/77f1643e.jpg,What shape is this container?,Rectangular
8c/8c45dd11.jpg,What shape is the bucket?,Rectangular
85/85c50d3c.jpg,What pattern is all over the hat?,drops
6f/6f148e8b.jpg,What type of handles are shown?,Metal
68/687aaf94.jpg,What metal comprises the tool?,Steel
df/dfec78f2.jpg,Are the cashews whole?,Yes
86/86c078c6.jpg,What is the shelf construction?,Wire
82/8299b75f.jpg,What is the fabric's pattern?,Quatrefoil
41/41a8d29a.jpg,What number is at the top?,Twelve
52/52286d0d.jpg,What shape is the pattern?,Squares
d7/d7606066.jpg,What material is the main container?,cardboard
ef/ef9b201f.jpg,What shape is the package?,rectangular
39/3908c0f8.jpg,What is attached to the accessory?,Ring
c8/c86c12d9.jpg,What food is pictured?,Popcorn
e7/e7de59b4.jpg,How many cushions are present?,Three
df/dfa4e5d6.jpg,What shape is the jar?,cylindrical
68/68a24381.jpg,What ingredient is most abundant?,Shrimp
09/09754c29.jpg,Is this product packaged?,Yes
aa/aae5f4c9.jpg,What is this object's container?,jar
b9/b957d15a.jpg,What are these items sold in?,Threes
89/8906d428.jpg,What do the bottles have?,Lanyards
8c/8ce522be.jpg,What shape is the container?,cylindrical
39/390f718b.jpg,What shape is the container?,cylinder
0b/0bc351dd.jpg,What food is pictured?,hazelnuts
b0/b0f537f5.jpg,What animal inspired the pattern?,zebra
7e/7ee8aec3.jpg,How many shelves are visible?,Ten
f0/f0fa74d9.jpg,What pattern covers the surface?,Woodgrain
7f/7f4eec5a.jpg,What item lies beneath the bed?,Books
f4/f43068eb.jpg,What type of appliance is visible?,blender
12/1208c06a.jpg,What is the texture?,Woven
c9/c96aebaa.jpg,What shape is the object?,Square
b2/b2d11ffb.jpg,How many softgels are inside?,Sixty
23/231aa678.jpg,What is the primary shape of the container?,rectangular
eb/eb3ac8c4.jpg,What is the shape of the container?,circular
6f/6ff1eb64.jpg,What is atop the bottle?,cap
8d/8db61d3e.jpg,What shape is the container?,Cylindrical
89/8921f952.jpg,How many straps cross?,two
bc/bc6f1e1c.jpg,What extremity is shown?,Knee
45/45c127da.jpg,What is the drape direction?,vertical
34/34559421.jpg,How many eggplants are visible?,Two
75/75c896c8.jpg,Is there text visible?,Yes
d6/d62abf90.jpg,What number of tomatoes are visible?,Two
49/49b4e080.jpg,What is the package shape?,Square
bb/bb2b6e1f.jpg,What material is the handle?,Plastic
0e/0e0760c1.jpg,What seals the container?,Lid
34/3425d7a9.jpg,What shape are the pieces?,Circular
ae/aefcb7cf.jpg,What container is holding the liquid?,Jug
37/3797cf09.jpg,What is the product’s form?,cylindrical
b0/b038ee06.jpg,What shape are the buns?,round
10/10596b1d.jpg,What is the product's texture?,yogurt
d4/d48589a3.jpg,What form is the soup in?,Bowl
75/752573ad.jpg,What shape is the center stone?,Round
2f/2f2605a5.jpg,What closure appears on the bags?,Zipper
36/36107a5c.jpg,How many earrings are present?,Two
b2/b2006da1.jpg,What plant decorates the package?,Palm
1d/1d95f5c1.jpg,What shape is the frame?,Rectangular
d0/d00169ce.jpg,Is the sheet smooth?,Yes
a3/a36c53f2.jpg,Is the surface smooth?,Yes
9d/9db61c0b.jpg,What grain is visible?,quinoa
23/233c4041.jpg,What food are these waffles topped with?,nuts
b3/b3a47973.jpg,What type of product is this?,Lozenges
6a/6a34770b.jpg,What shape is the bag?,rectangular
b0/b03822ed.jpg,What is the fabric's texture?,soft
18/18a28411.jpg,What shape are these containers?,rectangular
03/03a13015.jpg,What shape are the beans?,cylindrical
b5/b5ee7909.jpg,What shape is the dish?,round
7c/7c16b05d.jpg,What animal is the pendant shaped like?,Cat
d8/d85b6bb2.jpg,What covers most of the image?,Gloves
73/73f42e8a.jpg,How many sections does the sofa have?,Three
94/94c3d11d.jpg,What shape is the container?,Cylindrical
20/20f26544.jpg,What shape are the jars?,cylindrical
82/8226efd3.jpg,What shape is the loaf?,Rectangular
81/8140d569.jpg,What shape is the package?,Rectangular
fd/fde6f6e4.jpg,What is the package's material?,plastic
51/51292f2b.jpg,Is the filling visible?,Yes
35/35a17db2.jpg,What shape is the container?,Cylindrical
af/afdd554e.jpg,What is the cartridge's texture?,Plastic
a0/a0aaf2b2.jpg,What shape is the window?,circular
77/7770752f.jpg,What is the bag’s closure?,Tied
ba/ba8b701f.jpg,What shape is this food item?,wedge
73/73f73c02.jpg,"What surrounds the ""Tahini"" text?",Leaves
3d/3d4ccdc6.jpg,Is the pasta visible?,Yes
b5/b516e777.jpg,Is this melon cut?,Yes
1f/1fae1a12.jpg,What is the container material?,Glass
50/50b97600.jpg,What state is the kale in?,Chopped
1d/1d191498.jpg,Is the bag resealable?,Yes
63/6395a218.jpg,What type of container is the product in?,Cylinder
44/44045fa7.jpg,What encloses the contents?,Bottle
7a/7a324f5b.jpg,Is one glove coated?,Yes
b5/b5cf6961.jpg,What shape is one earring?,Circular
20/204abb14.jpg,What is the earring’s primary shape?,Heart
41/419a9e5c.jpg,What food is in the bowl?,mushrooms
98/982df4ab.jpg,What material is the container made of?,plastic
b7/b725cd59.jpg,Is this item tubular?,Yes
e1/e18509f7.jpg,What shape is the package?,Square
99/99a85c48.jpg,What kind of nut is pictured?,almonds
fe/fee3442b.jpg,What encloses the product?,bag
8e/8ec61cf2.jpg,What shape is the product?,rectangular
34/346e0730.jpg,What closure does this boot utilize?,Elastic
49/49ec6a8c.jpg,How many pillowcases are shown?,Two
0a/0a40518d.jpg,What shape is the pendant?,Round
09/09a4c2b3.jpg,What material is the bottle?,glass
5e/5e01ffa1.jpg,What is the item count?,Three
84/84530984.jpg,What container is the coffee in?,mug
e1/e15f400a.jpg,What shape are the chocolates?,Square
37/37018188.jpg,Is the rice cooked?,yes
28/28da57fe.jpg,What is the primary setting shape?,Round
a0/a0de31ed.jpg,What figure is centered on the mask?,skull
4c/4cffc915.jpg,What is the depicted subject?,World
14/14d7df59.jpg,What is the gemstone's form?,Square
13/1359df5f.jpg,What food is in the bowl?,soup
c5/c5c2f2b1.jpg,What is the container's shape?,Bottle
47/470f5c56.jpg,Is this chicken packaged?,Yes
47/47482224.jpg,How many rolls are in this package?,Three
16/16d80ad0.jpg,Is the jar shape cylindrical?,Yes
cb/cbfed663.jpg,What shape is this furniture piece?,Cube
96/966bcecb.jpg,What shape is the carton?,Rectangular
ca/ca2c2e12.jpg,What is containing the pasta?,plastic
4b/4bec7b82.jpg,What fruit is displayed?,Lemon
a2/a2c2f4a3.jpg,What is the boot's fastening?,Elastic
d6/d6b28618.jpg,What shape is the container?,cylindrical
8e/8edcd37e.jpg,What shape are the corners?,Rounded
fb/fbb897e7.jpg,Is rice inside?,Yes
5a/5a8089fc.jpg,What shape are the coasters?,Oval
4d/4dd48689.jpg,What shape is the heel?,Square
df/df0c999b.jpg,What number of wheels are visible?,Six
83/832570bb.jpg,What shape is the container?,Rectangular
9d/9d514707.jpg,Does the bag have a closure?,Yes
52/5273af05.jpg,What pattern is above the label?,Stripes
2d/2d1dd2a1.jpg,What device is on top?,sprayer
1e/1ead3925.jpg,What shape are the bowls?,Round
e5/e5a21f07.jpg,Is the mask covering neck?,Yes
d0/d046c4f9.jpg,What is at the blanket's bottom?,fringe
d6/d69206ac.jpg,What food is packaged?,mix
5e/5e3df8e7.jpg,What item is in the package?,Almonds
d1/d193c722.jpg,What is the table's shape?,Square
84/8452b5e9.jpg,What substance is in the mug?,coffee
a5/a56b3494.jpg,What is the general shape?,round
e2/e205e755.jpg,What is the stack's primary shape?,Rectangular
67/67a4a575.jpg,What encloses the pesto?,Jar
77/776fed2e.jpg,Are scallops wrapped?,Yes
82/82022a21.jpg,How many pillows are visible?,Seven
8d/8df455aa.jpg,What is the skirt's bottom edge?,Band
84/8425d484.jpg,What shape is the lampshade?,spherical
ad/add44ee2.jpg,What food is visible?,peanuts
0d/0d1da403.jpg,What is the container's shape?,Rectangle
50/50eb9112.jpg,What shape is this container?,Cylindrical
d9/d9f81d43.jpg,What number of items are stacked?,Six
0a/0a0d6bc9.jpg,What covers the popcorn?,Chocolate
18/18d58646.jpg,What is the material?,Metal
27/2781ff05.jpg,What is inside this package?,seasoning
ba/ba5f416a.jpg,What shape are the candies?,cylindrical
02/0273525c.jpg,How many containers are visible?,Three
bc/bc936600.jpg,What hangs the curtains?,Rod
d4/d4300fab.jpg,What is on the grip?,Ribbing
08/084f0c65.jpg,How are these bags arranged?,stacked
a7/a764d626.jpg,What shape is the packaging?,Rectangular
31/311c7a44.jpg,What food is pictured?,Almonds
f1/f1961af9.jpg,What encloses some rice?,sack
d8/d86b87ae.jpg,What object is depicted?,forest
52/5215d0d2.jpg,How many cups are packaged together?,six
5d/5d63512d.jpg,What material is the container made of?,Glass
8d/8d01caef.jpg,How many canvases are stacked?,five
2d/2d9f71fa.jpg,What shape is each piece of cereal?,Square
c6/c62bdc63.jpg,What is the chair's base made of?,metal
23/23afdecb.jpg,What state is the cheese in?,Shredded
e3/e3b4c45a.jpg,Is the jar full?,Yes
83/8328dfd8.jpg,What shape is the cabinet?,Rectangular
3f/3fd09003.jpg,What shape are the stones?,Round
31/316aa596.jpg,How many jars are visible?,Three
b4/b4849467.jpg,What shape is the tabletop?,Rectangular
76/7623d8f1.jpg,What shape is the bottle?,cylindrical
50/5008dc7d.jpg,What material is the container?,plastic
df/df6842e9.jpg,Does the sofa have tufts?,Yes
52/5266a7da.jpg,What container holds the rice?,scoop
81/81dba1bc.jpg,What is the gemstone's general shape?,Square
07/07d95712.jpg,What is this garment's style?,Neck
5f/5fbb5326.jpg,What shape are these earrings?,Heart
68/6880b3bb.jpg,Is the sheet folded?,Yes
42/421a7c7a.jpg,What is the object's shape?,cylindrical
b5/b54e9c64.jpg,What is the bottle's content?,marinade
ed/ed9574a5.jpg,What type of attachment is present?,Clips
f2/f2768a26.jpg,What closure does the earring have?,Leverback
24/248aad93.jpg,What pattern does this fabric have?,Chevron
7e/7ef74aaf.jpg,What food is visible?,Pizza
df/df7c2516.jpg,Is there an opening?,Yes
9b/9b1c9429.jpg,What type of fruit are these?,prunes
a7/a74ee7ab.jpg,What fruit is displayed?,Pineapple
63/630c28c6.jpg,What seals the bottle?,Cap
ec/ec22ff1e.jpg,What food item are these croutons flavored with?,Garlic
26/26710b38.jpg,What shape are the earrings?,hearts
0b/0b6e1c5a.jpg,What shape is this food?,Ring
5d/5d34d5d6.jpg,What is the cartridge's shape?,Rectangular
db/db6a1c5d.jpg,What container holds the raisins?,bowl
2c/2c5125bc.jpg,What shape is this container?,rectangular
36/36460ffa.jpg,What is the office chair's framework made of?,Metal
72/728adcbd.jpg,What material are these towels made of?,paper
42/42c66d49.jpg,What texture does the sack have?,rough
bd/bdf9f7a2.jpg,What is displayed beneath “120”?,Capsules
5b/5bdd3336.jpg,What is the bottle's texture?,Hammered
38/38e0875e.jpg,What shape is the plate?,round
8e/8eee7078.jpg,What substance fills the bag?,beans
c7/c7a62fa8.jpg,Is the base flat?,Yes
fe/fe09676b.jpg,What texture covers the object?,Woodgrain
a5/a5f8171f.jpg,What shape are the earrings?,round
65/65f48097.jpg,What is the cheese form?,shredded
4c/4c7dc4f5.jpg,What material is the packaging made of?,plastic
b0/b07d131f.jpg,What is the container's material?,Glass
69/69240b25.jpg,What item is sliced below salmon?,cucumbers
7c/7c60e65e.jpg,How many shelves are visible?,Six
63/63ac3cbc.jpg,How many squares compose the artwork?,Nine
04/04203f4b.jpg,What is the object's shape?,Rectangular
5f/5f04a23a.jpg,What encloses the pickles?,Jar
aa/aa19387e.jpg,What topping covers the product?,slaw
7b/7b64f2aa.jpg,Are the packages identical?,Yes
b0/b0acf099.jpg,What shape are the sheets?,Rectangular
9e/9e2efbc0.jpg,What covers the beach?,Sand
4a/4a448148.jpg,What shape are the lights?,cylindrical
76/76be2ae9.jpg,What runs along the ramp?,Ridges
a3/a31ffcf2.jpg,What fruit is pictured?,Orange
fe/fe3e0aea.jpg,Is this material folded?,Yes
45/4599986a.jpg,Is the gemstone rectangular?,Yes
da/da0bfc25.jpg,What texture does the bread have?,Swirl
ef/ef121186.jpg,What furniture piece is pictured?,Recliner
48/48c059f0.jpg,What material is the container made of?,glass
49/4919b206.jpg,What shape is the nut?,oval
e5/e51a8470.jpg,What is the art's orientation?,vertical
b8/b8c3165d.jpg,What material is the container made of?,cardboard
33/33c2f740.jpg,What shape is the container?,Round
ef/ef98737e.jpg,What is the curtain's closure?,Grommets
fd/fd2c86e9.jpg,What is the frame's shape?,Rectangular
1d/1d12dcc2.jpg,What substance is contained?,Protein
7a/7a8843e0.jpg,What shape is this container?,round
65/656ef013.jpg,What is the puncher's mechanism?,Lever
fd/fde0f9ce.jpg,Is charcoal bagged?,Yes
06/0656f5bf.jpg,Is the container circular?,Yes
1f/1f2efb1c.jpg,What is hanging in the pots?,plants
8e/8e797390.jpg,What covering is on the sofa?,Tufting
68/686e33ad.jpg,What food preparation tool is visible?,brush
60/60fb2f64.jpg,What orientation is this stack?,Vertical
c9/c9f6ed48.jpg,What object sits beside bed?,Table
ba/ba3ff4c0.jpg,Is the bag sealed?,Yes
01/01ca3a73.jpg,What shape is the rug?,Rectangular
9a/9a9d81c7.jpg,What shape is the object?,Cylinder
2c/2c179b95.jpg,What pattern is displayed?,grid
4c/4ce096e8.jpg,What material is the exterior?,Plastic
90/90c47e09.jpg,What animals are pictured?,Chickens
7c/7c970c31.jpg,What is the product packaging?,Plastic
cc/cc9595cf.jpg,What form are the marshmallows?,squares
35/354fb370.jpg,What type of seat is visible?,chair
5c/5c5d6e0c.jpg,How many chairs are pictured?,two
34/349fa7df.jpg,What is the boot’s material?,Suede
1d/1d73f8af.jpg,What shape is the heel?,Round
0b/0b9bbd0a.jpg,What is atop the container?,Lid
b4/b4811a92.jpg,What shape is the container?,cylinder
60/60a2938d.jpg,Are there multiple objects?,Yes
6e/6e0a2c87.jpg,What fruit is pictured?,Apple
a8/a88839aa.jpg,What is the lining's pattern?,Plaid
10/10a94fcb.jpg,How many capsules are listed?,thirty
51/51ddeb49.jpg,What is contained inside the box?,Almonds
84/84a58b14.jpg,Is there a heel?,Yes
f7/f705cca6.jpg,What shape is the pouch?,rectangular
e8/e8dbe659.jpg,Is the packaging transparent?,Yes
49/494ae743.jpg,What is the bag's main ingredient?,almonds
67/67ed3f8b.jpg,What shape are the bites?,round
05/05b41784.jpg,What shape are the earrings?,Teardrop
92/922816e9.jpg,What shape is the lid?,circular
d8/d8e80220.jpg,What gemstone is central?,Pearl
f5/f5746506.jpg,Is this product canned?,Yes
e4/e4e73b59.jpg,What appliance is shown?,shredder
1b/1b08a835.jpg,What is the dominant design?,Paisley
b4/b461fe19.jpg,How many doors are visible?,two
1d/1d1768b7.jpg,What is on the bedding?,snowflakes
47/470c743e.jpg,Is this bedding smooth?,Solid
c8/c8f14048.jpg,What food accompanies the sausage?,blueberries
0b/0bce4bc3.jpg,What is the primary covering?,Fabric
a8/a8b1c1fe.jpg,What item has earholes?,Gaiter
97/97b57dd5.jpg,What shape is the bottle?,cylindrical
13/13d368f5.jpg,What shape is the bar?,Rectangular
3e/3ef04062.jpg,Is there embellishment?,Yes
4a/4a12d556.jpg,What grows on the bottle's label?,leaves
49/4957f9f0.jpg,What is bottle's primary form?,Cylinder
8b/8b2b3d61.jpg,What state is listed?,Rwanda
5f/5f491e9a.jpg,What shape is the rug?,rectangular
9c/9ca4030d.jpg,What shape is the container?,cylindrical
24/24fb0d8d.jpg,What shape is this object?,Rectangular
51/51b568aa.jpg,What is the quantity of tablets?,sixty
d4/d40119d4.jpg,What secures the ankle strap?,Buckle
64/648ea6ca.jpg,Is the sheet patterned?,No
30/301df7d1.jpg,What is the earrings' overall shape?,Circle
5a/5a437730.jpg,Is this mat symmetrical?,Yes
25/25cac914.jpg,What is the container's shape?,Cylindrical
50/503f5713.jpg,What is the towels' overall shape?,Rectangular
7b/7ba776d6.jpg,What product is inside the bag?,Chips
2c/2c73f297.jpg,What fills this package?,Nuts
7d/7d662814.jpg,What is the bedding's primary texture?,smooth
18/182dd535.jpg,What shape is the window on the package?,Circle
63/635e7d0c.jpg,What object sits beneath the bed?,Books
ea/eaa235cb.jpg,Is there a rolling pin present?,Yes
6a/6a32d954.jpg,What shape is the cushion?,Square
e8/e89d327b.jpg,What material is this container?,cardboard
97/97e603b2.jpg,How many bags are visible?,multiple
ee/eeb21983.jpg,What state is the cauliflower in?,Riced
4b/4b1f8b4e.jpg,What form are the strips?,Taped
98/98648661.jpg,What fills the bag?,Mix
10/10f20e88.jpg,What shape is the rug?,Rectangular
25/25e13086.jpg,How many shades are present?,Five
ef/effbe72f.jpg,What is this container's shape?,cylindrical
89/89face15.jpg,Are waffles stacked?,Yes
39/39aa7888.jpg,What animal does the pillow resemble?,Llama
bb/bb6e9733.jpg,What is the pillowcase's pattern?,Solid
c1/c1cb2e1f.jpg,How many monitors are attached?,Two
5b/5b54c124.jpg,What is the apparent texture?,Leather
4b/4b9ff7a0.jpg,How many prongs surround each stone?,four
e8/e8e06c8c.jpg,What animal is pictured?,bear
98/98b06635.jpg,What is the table's primary material?,wood
65/65a213b5.jpg,How are the pillows arranged?,Stacked
51/515bb3f4.jpg,What is the packaging material?,Cardboard
da/dae7c4b2.jpg,Is the toe pointed?,Yes
40/40a882ba.jpg,What shape is the raisin package?,Rectangular
31/31d043e0.jpg,What shape are the crackers?,Square
c9/c95a7e17.jpg,How high is the boot's upper?,Ankle
3a/3a30254b.jpg,What animal appears in the brand's logo?,Bear
e3/e32e45c4.jpg,How many legs are visible?,Four
ef/ef0b7ed0.jpg,What is the oven's shape?,Rectangular
6f/6ff2c226.jpg,What is the light's quantity?,Two
98/987f47a9.jpg,What supports the tabletop?,Legs
da/da94a0fe.jpg,What type of grocery is this?,Mushrooms
6a/6a444dcb.jpg,What fills the bag?,Beans
9d/9dc67ae2.jpg,What is held within the bottle?,Capsules
04/04444fc8.jpg,What item is inside the package?,Packs
01/0152b218.jpg,What is the bottle's shape?,Cylindrical
9d/9d43136a.jpg,Is chain visible?,Yes
7f/7f205917.jpg,What shape is the dominant pattern?,circles
a7/a7318f55.jpg,What is the label's background?,White
45/45887ac8.jpg,What item is shown?,Ring
4e/4eaf49a4.jpg,What design covers the bedding?,Floral
06/06f661bc.jpg,What type of meat is packaged?,chicken
df/df520847.jpg,How many bundles are shown?,Three
d8/d873d2b5.jpg,What is each object’s overall shape?,Cylinder
01/01666a06.jpg,What shape is the box?,Rectangular
dd/dd7129ed.jpg,What symbol is displayed?,Cross
24/24ff5a22.jpg,What is the main ingredient visible?,sausage
13/13a8abd3.jpg,What shape is the heel?,Block
63/63a4a894.jpg,What food is pictured?,Icecream
9f/9f0fafc1.jpg,Is the bottle plastic?,Yes
99/99311803.jpg,What is the product's primary ingredient?,peanuts
60/605b6539.jpg,What shape is the can?,cylinder
47/475a8422.jpg,Is the container sealed?,yes
d1/d1657265.jpg,What kind of furniture is this?,chair
0a/0a94642b.jpg,How many layers are visible?,Two
89/898120d6.jpg,What is atop the bottle?,Lid
66/6696c51c.jpg,What number is in omega?,three
d1/d1f7b2c1.jpg,What is the container’s material?,plastic
5d/5d07364c.jpg,How many packages appear?,three
94/94997620.jpg,What kind of arrangement is displayed?,Bouquet
5b/5b4e9329.jpg,What number of napkins are stacked?,Four
eb/eb3672ff.jpg,What shape are the pasta pieces?,Shells
5e/5ec11937.jpg,What shape is the product box?,Rectangular
66/663a1abb.jpg,What are the pans made of?,Metal
31/31719910.jpg,What direction are the suitcase's ridges?,Horizontal
67/6789beac.jpg,What is the bottle's closure?,pump
f7/f715a6d7.jpg,What shape are these earrings?,Oval
13/13f5b8d8.jpg,What is the meal's consistency?,solid
55/55f989f1.jpg,What is this furniture's primary type?,sofa
ee/ee4ff036.jpg,What is the blade's edge?,Serrated
84/84863203.jpg,What material covers the wraps?,plastic
f6/f66c47ea.jpg,What is the table's main form?,Rectangular
14/144ef837.jpg,What material appears furry?,Fuzz
d3/d3958561.jpg,What closure is visible?,Zipper
cc/cc85704c.jpg,What object is pictured?,Ring
e1/e1a771d0.jpg,What shape are these pictures?,Square
89/8905bb67.jpg,What is the container's shape?,cylindrical
2b/2b40dbcc.jpg,What shape is the tabletop?,Rectangular
